id,age,age_group,race,dins,primary_crime,crime_class,min_years,min_months,max_years,max_months,severity,official_crime_type,decision
"7963","57","40+","H","2","ATT BURGLARY-2","D","5","1","6","0","D1E1","VFO","NO"
"7964","32","30-39","B","1","CRIM CONTEMPT-1","E","1","6","3","0","E1","PDO","NO"
"7965","29","25-29","B","2","ROBBERY-3","D","3","0","6","9","D2","CVO","YES"
"7966","31","30-39","B","1","BURGLARY-3","D","2","0","6","0","D1","PDO","NO"
"7967","21","<25","B","1","CONSPIRACY-2","B","3","0","9","0","B1","PDO","NO"
"7968","27","25-29","B","2","ROBBERY-3","D","3","6","7","0","D1","CVO","NO"
"7969","48","40+","W","1","SODOMY-1","B","12","10","15","0","B1E1","VFO","NO"
"7970","26","25-29","H","1","ROBBERY-1 >78","B","8","6","10","0","B1C1C1","VFO","NO"
"7971","27","25-29","W","1","ATT ASSAULT-2","E","1","4","4","0","E1E1","VFO","NO"
"7972","29","25-29","B","1","AGGR UNLIC OP 1","E","1","0","3","0","E1","PDO","NO"
"7973","36","30-39","H","2","FORGERY-2","D","3","6","7","0","D1E1","PDO","YES"
"7974","45","40+","B","2","ATT BURGLARY-3","E","1","6","3","0","E1","PDO","NO"
"7975","40","40+","W","2","CPSP-4","E","2","0","4","0","E1","PDO","YES"
"7976","23","<25","W","1","ATT BURGLARY-2","D","4","3","5","0","D1D1","VFO","YES"
"7977","50","40+","H","4","GRAND LARCENY-4","E","1","6","3","0","E1","PDO","NO"
"7978","32","30-39","B","3","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"7979","51","40+","W","3","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"7980","48","40+","W","2","DWI 3RD/SUBSQNT","D","1","0","3","0","D1","PDO","NO"
"7981","19","<25","B","1","ROBBERY-3","D","1","4","4","0","D1E1","CVO","NO"
"7982","29","25-29","W","2","ASSAULT-2","D","2","6","3","0","D1E1","VFO","NO"
"7983","54","40+","W","1","CPW-3/NON-VFO","D","1","0","3","0","D1","CVO","NO"
"7984","36","30-39","B","3","CP FORG INST-2","D","2","6","5","7","D1","PDO","NO"
"7985","48","40+","B","3","ROBBERY-2 >78","C","20","0","99","99","C1","VFO","NO"
"7986","65","40+","B","2","ATT ROBBERY-3","E","1","6","3","0","E1","CVO","YES"
"7987","30","30-39","H","1","ATT ROBBERY-3","E","1","6","3","0","E1","CVO","NO"
"7988","21","<25","W","1","ATT ROBBERY-1 >78","C","2","11","3","6","C1","VFO","NO"
"7989","51","40+","W","1","ARSON-3","C","2","4","7","0","C1","CVO","NO"
"7990","50","40+","O","1","ASSAULT-1 >96","B","11","7","13","4","B1E2","VFO","NO"
"7991","32","30-39","B","2","ROBBERY-1 >78","B","9","5","9","0","B1B1D2","VFO","NO"
"7992","28","25-29","W","1","CRIM SEX ACT 3","E","2","0","4","0","E1E1E1","CVO","NO"
"7993","20","<25","B","1","ROBBERY-3","D","2","0","4","0","D1","CVO","NO"
"7994","39","30-39","B","3","CPCS-3 >79","B","2","1","4","0","E1B1B1","PDO","NO"
"7995","32","30-39","B","4","CSCS-3 >79","B","2","6","3","0","B4+","PDO","NO"
"7996","19","<25","B","1","CRIM CONTEMPT-1","E","1","0","3","0","E1","PDO","NO"
"7997","43","40+","H","2","CPSP-3","D","3","6","7","0","D1E1","PDO","NO"
"7998","35","30-39","H","2","CPSP-4","E","1","6","3","0","E1","PDO","NO"
"7999","23","<25","W","1","INCEST 3","E","1","0","3","0","E1","CVO","NO"
"8000","57","40+","B","2","BURGLARY-3","D","2","6","5","0","D1E1","PDO","NO"
"8001","45","40+","B","1","MURDER-2","A","21","6","99","99","A1E1","VFO","NO"
"8002","31","30-39","B","2","GRAND LARCENY-3","D","2","0","4","0","D1","PDO","NO"
"8003","30","30-39","O","1","GRAND LARCENY-4","E","1","6","3","0","E1E1E1","PDO","NO"
"8004","45","40+","B","1","GRAND LARCENY-3","D","1","4","4","0","D1E1","PDO","NO"
"8005","31","30-39","B","3","ATT CPW-2 >78","D","5","1","6","0","D1","VFO","NO"
"8006","22","<25","H","1","CPW-2 >78","C","2","11","3","6","C3D1","VFO","NO"
"8007","47","40+","H","4","BURGLARY-3","D","2","6","7","5","D1","PDO","NO"
"8008","39","30-39","H","3","GRAND LARCENY-4","E","2","0","4","0","E1E1","PDO","NO"
"8009","43","40+","H","3","CPSP-4","E","2","0","4","0","E1","PDO","YES"
"8010","48","40+","H","2","MURDER-1","A","20","0","99","99","A1","VFO","NO"
"8011","48","40+","B","3","GRAND LARCENY-4","E","2","0","4","0","E1","PDO","NO"
"8012","49","40+","B","3","ROBBERY-3","D","3","0","14","6","D1","CVO","YES"
"8013","58","40+","H","4","ATT BURGLARY-2","D","4","3","5","0","D1","VFO","NO"
"8014","38","30-39","W","2","AGGR UNLIC OP 1","E","1","0","3","0","E1E1E1","PDO","NO"
"8015","38","30-39","B","4","ATT MURDER-2","B","8","6","10","0","B1B1C1","VFO","NO"
"8016","32","30-39","W","1","AGGRAV DWI-1 PR","E","1","0","3","0","E1D1","PDO","NO"
"8017","48","40+","H","3","ATT BURGLARY-2","D","12","0","99","99","D1","VFO","YES"
"8018","26","25-29","B","1","BRIBERY-3","D","2","0","4","0","D1E1D1","PDO","NO"
"8019","23","<25","B","1","GRAND LARCENY-4","E","1","6","3","0","E1E1","PDO","NO"
"8020","31","30-39","B","2","ROBBERY-2 >78","C","6","10","8","0","C2","VFO","NO"
"8021","29","25-29","B","1","BURGLARY-3","D","3","0","9","0","D1D2","PDO","NO"
"8022","22","<25","B","1","CPSP-3","D","1","4","4","0","D1D1","PDO","YES"
"8023","50","40+","B","4","BURGLARY-3","D","3","0","6","0","D1","PDO","NO"
"8024","27","25-29","W","1","CPSP-3","D","1","6","4","6","D1","PDO","YES"
"8025","37","30-39","B","2","GRAND LARCENY-3","D","2","0","4","0","D1E1E1","PDO","YES"
"8026","49","40+","W","2","CPW-3/NON-VFO","D","2","6","5","0","D1","CVO","YES"
"8027","37","30-39","B","4","AGGRAVATED DWI","E","1","4","4","0","E1E1E1","PDO","NO"
"8028","38","30-39","H","1","MURDER-2","A","21","6","99","99","A1E1","VFO","NO"
"8029","33","30-39","W","1","CRIM CONTEMPT-1","E","1","6","3","0","E1","PDO","YES"
"8030","27","25-29","B","2","GRAND LARCENY-3","D","3","6","7","0","D1","PDO","NO"
"8031","41","40+","B","3","DWI 2ND OFF","E","1","0","3","0","E1","PDO","NO"
"8032","30","30-39","B","2","CPW-2 >78","C","6","0","7","0","C1","VFO","NO"
"8033","22","<25","B","1","BURGLARY-2","C","4","3","5","0","C1D1","VFO","NO"
"8034","43","40+","H","4","GRD LRCNY AUTO4","E","3","0","6","0","E1E1","PDO","NO"
"8035","34","30-39","W","2","BURGLARY-3","D","3","0","6","0","D1","PDO","NO"
"8036","26","25-29","B","1","GRD LRCNY AUTO4","E","2","0","4","0","E1","PDO","NO"
"8037","30","30-39","B","3","ATT ASSAULT-2","E","1","6","3","0","E1","VFO","NO"
"8038","50","40+","O","1","DWI 2ND OFF","E","1","0","3","0","E1","PDO","NO"
"8039","65","40+","B","2","ATT MURDER-2","B","25","0","50","0","B1B2B2","VFO","NO"
"8040","50","40+","W","1","DWI 2ND OFF","E","1","0","3","0","E1E1","PDO","NO"
"8041","26","25-29","B","1","ATT ASSAULT-2","E","2","0","6","0","E1E1","VFO","YES"
"8042","36","30-39","W","1","AGGR UNLIC OP 1","E","1","0","3","0","E1","PDO","YES"
"8043","49","40+","B","2","CPW-3/VFO","D","15","0","99","99","D1B1","VFO","NO"
"8044","53","40+","B","2","MURDER-2","A","20","0","99","99","A1","VFO","YES"
"8045","48","40+","B","1","ROBBERY-3","D","2","0","4","0","D1","CVO","NO"
"8046","39","30-39","B","3","CPW-3/NON-VFO","D","3","6","7","0","D2C1","CVO","NO"
"8047","28","25-29","W","1","ATT GRAND LARCENY-3","E","1","0","3","0","E1","PDO","YES"
"8048","55","40+","W","1","BURGLARY-2","C","5","1","6","0","C1E1","VFO","NO"
"8049","27","25-29","H","2","ROBBERY-3","D","2","0","4","0","D1","CVO","NO"
"8050","49","40+","H","2","ROBBERY-2 >78","C","20","0","99","99","C1B1","VFO","NO"
"8051","56","40+","W","1","ENTRPSE CORRUPT","B","1","0","3","0","B1","PDO","YES"
"8052","59","40+","B","2","ATT ROBBERY-1 >78","C","18","0","99","99","C1","VFO","NO"
"8053","42","40+","B","1","CRIM CONTEMPT-1","E","1","6","3","0","E1","PDO","NO"
"8054","47","40+","W","1","DWI 2ND OFF","E","1","8","3","0","E2D1","PDO","NO"
"8055","25","25-29","W","1","CP FORG INST-2","D","1","4","4","0","D1D1","PDO","YES"
"8056","45","40+","B","4","BURGLARY-3","D","2","6","5","0","D1E1","PDO","NO"
"8057","31","30-39","B","2","CPW-2 >78","C","6","0","7","0","C1","VFO","NO"
"8058","35","30-39","B","2","AGGRAV DWI-1 PR","E","1","0","3","0","E1","PDO","NO"
"8059","54","40+","W","1","ATT RAPE-1 >78","C","12","10","15","0","C1E1","VFO","NO"
"8060","48","40+","B","3","CRIM CONTEMPT-1","E","1","6","3","0","E1","PDO","NO"
"8061","35","30-39","B","3","BURGLARY-2","C","6","0","7","0","C1D1","VFO","NO"
"8062","25","25-29","B","1","VEH MANSLTER-2'","D","1","0","3","0","D1","CVO","YES"
"8063","21","<25","O","1","ATT ASSAULT-1 >96","C","2","11","4","0","C1D1","VFO","NO"
"8064","30","30-39","H","2","ATT CPW-3/NON-VFO","E","1","6","3","0","E1","CVO","YES"
"8065","23","<25","W","1","CPW-3/NON-VFO","D","1","6","7","0","D1E1","CVO","NO"
"8066","34","30-39","W","2","CRIM CONTEMPT-1","E","1","6","3","0","E1","PDO","NO"
"8067","34","30-39","W","2","CPSP-4","E","1","6","3","0","E1","PDO","NO"
"8068","31","30-39","B","1","AGGR CRIM CNTPT","D","2","0","4","0","D1","PDO","NO"
"8069","56","40+","B","3","BURGLARY-1>78","B","17","1","20","0","B1B1B1","VFO","NO"
"8070","52","40+","B","5","ATT BURGLARY-3","E","1","6","3","0","E1","PDO","NO"
"8071","33","30-39","O","2","ATT PRISON CONTR-1","E","1","6","3","0","E1E1","PDO","NO"
"8072","57","40+","B","2","CPSP-4","E","3","0","6","0","D4+D4+D2","PDO","NO"
"8073","35","30-39","B","2","STALKING-2","E","2","0","4","0","E1","CVO","NO"
"8074","55","40+","B","4","CPCS-3 >79","B","8","6","10","0","B1","PDO","NO"
"8075","27","25-29","H","1","ROBBERY-2 >78","C","3","5","4","0","C1E1","VFO","NO"
"8076","19","<25","B","1","BURGLARY-2","C","3","5","4","0","C1","VFO","NO"
"8077","42","40+","H","1","CSCS-3 >79","B","4","0","12","0","B1B1","PDO","YES"
"8078","53","40+","B","4","ATT BURGLARY-3","E","2","0","4","0","E1","PDO","NO"
"8079","46","40+","W","1","VEH ASSAULT-2","E","1","0","3","0","E1","CVO","NO"
"8080","33","30-39","B","3","CPSP-4","E","1","6","3","0","E1","PDO","NO"
"8081","27","25-29","B","1","CRIM CONTEMPT-1","E","2","0","4","0","E1","PDO","NO"
"8082","48","40+","B","3","BURGLARY-3","D","2","0","4","0","D1","PDO","YES"
"8083","36","30-39","W","4","BURGLARY-2","C","7","8","9","0","C1D1","VFO","NO"
"8084","54","40+","W","3","IDENTITY THEFT1","D","3","6","7","0","D1E3E1","PDO","YES"
"8085","49","40+","B","5","ATT BURGLARY-2","D","2","6","3","0","D1E1","VFO","NO"
"8086","25","25-29","B","2","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"8087","27","25-29","H","3","CPSP-3","D","2","0","4","0","D1","PDO","YES"
"8088","43","40+","H","2","ROBBERY-3","D","2","6","5","0","D1","CVO","NO"
"8089","48","40+","H","4","BURGLARY-3","D","3","0","6","0","D1","PDO","NO"
"8090","62","40+","B","2","CPCS-5 >79","D","2","1","2","10","D1","PDO","YES"
"8091","28","25-29","H","1","ATT CP FORG INST-2","E","1","6","3","0","E1","PDO","NO"
"8092","32","30-39","B","2","CPCS-3 >79","B","10","3","12","0","B1B1C1","PDO","NO"
"8093","58","40+","B","1","MURDER-2","A","22","0","99","99","A1C1D1","VFO","YES"
"8094","28","25-29","B","2","ATT CPW-2 >78","D","4","3","6","0","D1D1","VFO","NO"
"8095","42","40+","W","1","MURDER-2","A","50","0","99","99","A1A1","VFO","NO"
"8096","63","40+","W","1","VEH MANSLTER-1'","C","4","0","12","0","C1","CVO","YES"
"8097","20","<25","B","1","CPCS-3 >79","B","0","10","1","0","B1","PDO","NO"
"8098","33","30-39","B","1","ASSAULT-1 >96","B","14","4","16","6","B1E1","VFO","NO"
"8099","36","30-39","H","2","ATT BURGLARY-3","E","1","6","3","0","E1","PDO","NO"
"8100","58","40+","W","1","DWI 3RD/SUBSQNT","D","1","8","5","0","D1","PDO","YES"
"8101","41","40+","H","2","BURGLARY-3","D","2","6","5","0","D1","PDO","YES"
"8102","48","40+","W","1","DWI 2ND OFF","E","1","0","3","0","E1E1","PDO","NO"
"8103","22","<25","O","1","CONSPIRACY-2","B","4","3","5","0","B2B1","PDO","NO"
"8104","50","40+","B","4","CRIM CONTEMPT-1","E","2","0","4","0","E1","PDO","NO"
"8105","47","40+","B","3","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"8106","34","30-39","H","1","ATT ROBBERY-3","E","1","0","3","0","E1","CVO","NO"
"8107","30","30-39","H","1","CRIM CONTEMPT-1","E","1","4","4","0","E1E1","PDO","NO"
"8108","34","30-39","B","2","ATT ASSAULT-2","E","2","0","4","0","E1D1","VFO","NO"
"8109","44","40+","B","3","CPW-2 >78","C","4","3","5","0","C1","VFO","NO"
"8110","45","40+","W","3","ATT ASSAULT-2","E","2","0","4","0","E1","VFO","NO"
"8111","28","25-29","B","1","BURGLARY-2","C","6","5","7","6","C1C4+D1","VFO","NO"
"8112","29","25-29","B","1","MANSLTER1>78'","B","8","6","10","0","B1E1","VFO","NO"
"8113","28","25-29","W","1","BURGLARY-3","D","2","0","4","0","D1D1D1","PDO","NO"
"8114","43","40+","W","1","DWI 2ND OFF","E","4","3","5","0","D1E1","PDO","NO"
"8115","24","<25","B","2","ROBBERY-3","D","2","0","4","0","D1","CVO","NO"
"8116","43","40+","H","2","CP FORG INST-2","D","2","6","5","0","D1","PDO","YES"
"8117","37","30-39","W","3","BURGLARY-2","C","6","10","8","0","C2","VFO","NO"
"8118","38","30-39","H","5","GRD LRCNY AUTO4","E","3","6","7","0","E1E4+E1","PDO","NO"
"8119","54","40+","H","1","SOR VIOL 1ST>07","E","1","0","3","0","E1","CVO","NO"
"8120","33","30-39","B","1","CPW-2 >78","C","5","1","6","0","C1E1","VFO","NO"
"8121","30","30-39","W","1","VEH MANSLTER-1'","C","3","0","9","0","C2","CVO","NO"
"8122","33","30-39","B","2","CPW-3/NON-VFO","D","2","0","4","0","D1","CVO","NO"
"8123","41","40+","W","2","FAIL REG:SEX >1","D","1","0","4","0","D1","CVO","YES"
"8124","23","<25","H","1","ROBBERY-3","D","2","0","6","0","D1","CVO","YES"
"8125","47","40+","H","1","BURGLARY-1>78","B","20","0","40","0","B4+B2B1","VFO","NO"
"8126","31","30-39","B","1","GRAND LARCENY-3","D","2","0","6","0","D1E1","PDO","YES"
"8127","46","40+","B","5","ATT BURGLARY-3","E","1","6","3","0","E1E1","PDO","NO"
"8128","27","25-29","H","1","AGG FAMILY OFF","E","1","1","3","3","E4+","PDO","NO"
"8129","28","25-29","H","2","CP FORG INST-2","D","2","0","4","0","D1E1","PDO","NO"
"8130","54","40+","W","1","DWI 2ND OFF","E","1","0","3","0","E1","PDO","NO"
"8131","22","<25","W","1","BURGLARY-3","D","3","4","10","0","D1D1","PDO","NO"
"8132","57","40+","W","1","GRD LRCNY AUTO4","E","1","0","3","0","E1E1","PDO","YES"
"8133","32","30-39","B","2","BURGLARY-2","C","9","5","11","0","C1","VFO","NO"
"8134","24","<25","H","1","PRISON CONTR-1","D","1","0","3","0","D1","PDO","YES"
"8135","36","30-39","H","1","CRIM POS FIRARM","E","2","0","4","0","E1","CVO","NO"
"8136","47","40+","H","1","MURDER-2","A","20","0","99","99","A1C1","VFO","NO"
"8137","23","<25","H","1","CPW-2 >78","C","2","11","3","6","C1D1","VFO","NO"
"8138","23","<25","H","1","ROBBERY-3","D","1","6","10","0","D1E1","CVO","NO"
"8139","47","40+","W","3","ROBBERY-3","D","2","0","4","0","D1","CVO","NO"
"8140","46","40+","W","2","ENTRPSE CORRUPT","B","4","6","9","0","B1","PDO","NO"
"8141","44","40+","W","1","COERCION-1","D","2","0","6","0","D1","CVO","YES"
"8142","29","25-29","B","2","CPCS-4 >79","C","2","11","3","6","C1","PDO","NO"
"8143","27","25-29","W","1","CPW-1","B","8","6","10","0","B1D1E1","VFO","NO"
"8144","25","25-29","B","1","CRIM CONTEMPT-1","E","1","0","3","0","E1","PDO","YES"
"8145","59","40+","B","1","MURDER-2","A","25","0","99","99","A1","VFO","NO"
"8146","46","40+","W","1","DWI 2ND OFF","E","1","0","3","0","E1E1","PDO","NO"
"8147","36","30-39","H","1","GRAND LARCENY-4","E","2","0","4","0","E1E1","PDO","NO"
"8148","30","30-39","H","1","AGG FAMILY OFF","E","1","0","3","0","E1","PDO","NO"
"8149","22","<25","H","1","ATT ASSAULT-2","E","1","8","3","0","E1D1","VFO","NO"
"8150","30","30-39","W","1","BURGLARY-2","C","3","10","4","6","C1C1E1","VFO","NO"
"8151","51","40+","W","4","ROBBERY-2 >78","C","6","0","7","0","C1E1E4+","VFO","NO"
"8152","45","40+","W","1","DWI 3RD/SUBSQNT","D","1","0","3","0","D1","PDO","NO"
"8153","35","30-39","B","1","ATT CP FORG INST-2","E","1","6","3","0","E1","PDO","NO"
"8154","37","30-39","H","3","AGGR CRIM CNTPT","D","2","0","4","0","D1","PDO","NO"
"8155","34","30-39","H","3","DWI 3RD/SUBSQNT","D","1","0","3","0","D1","PDO","NO"
"8156","24","<25","B","1","CPCS-5 >79","D","0","0","2","0","D1","PDO","NO"
"8157","30","30-39","W","1","AGGRAVATED DWI","E","1","0","4","0","E1","PDO","NO"
"8158","44","40+","H","1","MURDER-2","A","25","0","99","99","A1D2","VFO","NO"
"8159","35","30-39","H","2","BURGLARY-2","C","6","0","7","0","C1","VFO","NO"
"8160","28","25-29","B","1","RECK ENDANG-1","D","1","4","4","0","D1","CVO","NO"
"8161","18","<25","H","1","BURGLARY-3","D","2","4","7","0","D1D1","PDO","NO"
"8162","26","25-29","H","2","ATT PRISON CONTR-1","E","1","6","3","0","E1","PDO","NO"
"8163","36","30-39","H","1","ATT ASSAULT-2","E","2","0","4","0","E1","VFO","NO"
"8164","45","40+","H","5","ATT CPW-2 >78","D","3","5","4","0","D1D1","VFO","NO"
"8165","30","30-39","H","2","GRAND LARCENY-4","E","1","6","3","0","E1","PDO","NO"
"8166","43","40+","B","2","ATT ASSAULT-2","E","1","6","3","0","E1","VFO","YES"
"8167","52","40+","W","1","AGGRAV DWI-1 PR","E","2","11","3","6","C1E2","PDO","NO"
"8168","36","30-39","H","1","AUTO STRIP-2","E","2","0","4","0","E1","PDO","NO"
"8169","36","30-39","H","3","ATT BURGLARY-3","E","1","6","3","0","E1","PDO","NO"
"8170","55","40+","W","3","ARSON-4","E","1","6","3","0","E1","CVO","NO"
"8171","49","40+","H","1","ATT RECK ENDANG-1","E","1","6","3","0","E1","CVO","YES"
"8172","35","30-39","W","1","ATT CP FORG INST-2","E","1","0","3","0","E1","PDO","NO"
"8173","22","<25","B","1","ROBBERY-1 >78","B","4","3","5","0","B1","VFO","NO"
"8174","47","40+","H","2","ATT ASSAULT-2","E","2","0","4","0","E1","VFO","NO"
"8175","43","40+","H","3","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"8176","54","40+","W","3","CSCS-4 >79","C","6","5","7","6","C1D1B1","PDO","NO"
"8177","25","25-29","B","2","CPW-3/NON-VFO","D","2","0","4","0","D1","CVO","NO"
"8178","61","40+","B","6","ROBBERY-3","D","2","0","4","0","D1","CVO","NO"
"8179","48","40+","H","4","ATT ROBBERY-3","E","1","6","3","0","E1","CVO","NO"
"8180","49","40+","O","4","DWI 3RD/SUBSQNT","D","2","4","7","0","D1D1E1","PDO","NO"
"8181","20","<25","B","1","CPW-2 >78","C","2","11","3","6","C1C1","VFO","NO"
"8182","42","40+","W","3","CRIM CONTEMPT-1","E","2","0","4","0","E1","PDO","NO"
"8183","53","40+","W","1","SOR VIOL 1ST>07","E","1","0","3","0","E1","CVO","NO"
"8184","36","30-39","W","2","CPCS-3 >79","B","3","5","4","0","B1E1","PDO","NO"
"8185","42","40+","B","1","CP FORG DEVICE","D","1","0","3","0","D1","PDO","YES"
"8186","33","30-39","B","1","CPW-3/NON-VFO","D","2","0","4","0","D1","CVO","NO"
"8187","46","40+","O","1","MURDER-2","A","17","0","99","99","A1D1E1","VFO","NO"
"8188","43","40+","B","3","ROBBERY-3","D","2","0","4","0","D1","CVO","NO"
"8189","57","40+","B","1","MURDER-2","A","25","0","99","99","A2B1","VFO","NO"
"8190","35","30-39","B","1","ASSAULT-1 >96","B","18","0","36","0","B1B1C1","VFO","NO"
"8191","37","30-39","W","4","ATT POSS MARIHUANA2","E","1","8","2","0","E1","PDO","NO"
"8192","49","40+","W","1","CRIM CONTEMPT-1","E","1","6","3","0","E1","PDO","NO"
"8193","27","25-29","W","1","CRIM CONTEMPT-1","E","2","0","4","0","E1E1","PDO","NO"
"8194","47","40+","B","1","MURDER-2","A","23","0","99","99","A1","VFO","NO"
"8195","36","30-39","W","3","CRIM CONTEMPT-1","E","2","0","4","0","E1","PDO","NO"
"8196","37","30-39","B","3","CPW-3/NON-VFO","D","3","6","7","0","D1","CVO","NO"
"8197","20","<25","W","1","ATT ASSAULT-2","E","1","0","3","0","E1","VFO","NO"
"8198","60","40+","W","1","DWI 2ND OFF","E","1","0","3","0","E1","PDO","NO"
"8199","27","25-29","W","1","VEH MANSLTER-2'","D","2","0","6","0","D1","CVO","NO"
"8200","43","40+","W","1","FORGERY-2","D","2","0","6","0","D1","PDO","YES"
"8201","53","40+","W","1","ATT BURGLARY-3","E","1","0","3","0","E1","PDO","YES"
"8202","53","40+","B","3","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"8203","32","30-39","H","1","ATT ASSAULT-2","E","1","6","3","0","E1","VFO","NO"
"8204","53","40+","B","3","ATT BURGLARY-3","E","1","6","3","0","E1D1","PDO","NO"
"8205","31","30-39","W","1","CRIM MISCHIEF-2","D","1","6","4","6","D1","PDO","NO"
"8206","21","<25","W","1","BURGLARY-3","D","2","0","6","0","D1E1","PDO","NO"
"8207","51","40+","B","3","BURGLARY-2","C","20","0","99","99","C1","VFO","YES"
"8208","22","<25","B","1","CPW-2 >78","C","2","11","3","6","C1","VFO","NO"
"8209","54","40+","B","3","BURGLARY-3","D","2","0","5","4","D1","PDO","YES"
"8210","25","25-29","B","1","ATT RAPE-1 >78","C","6","10","8","0","C1E1D1","VFO","NO"
"8211","73","40+","B","1","MURDER-2","A","18","0","99","99","A1","VFO","NO"
"8212","40","40+","H","1","MURDER-2","A","23","0","99","99","A2","VFO","NO"
"8213","31","30-39","H","1","DWI 3RD/SUBSQNT","D","1","0","3","0","E1E1","PDO","NO"
"8214","29","25-29","H","1","ROBBERY-1 >78","B","8","4","3","0","B1E1","VFO","NO"
"8215","32","30-39","W","2","CPSP-4","E","1","6","3","0","E1","PDO","NO"
"8216","51","40+","B","1","AGG FAMILY OFF","E","1","6","3","0","E1","PDO","NO"
"8217","48","40+","W","2","ROBBERY-3","D","2","6","5","0","D3D1","CVO","NO"
"8218","56","40+","H","4","ATT SEXUAL ABUSE-1","E","6","10","8","0","D1E1E1","VFO","NO"
"8219","66","40+","H","1","MURDER-2","A","19","0","99","99","A1","VFO","YES"
"8220","54","40+","W","3","DWI 2ND OFF","E","1","0","3","0","E1","PDO","NO"
"8221","45","40+","B","1","BURGLARY-2","C","6","10","8","0","C1E1","VFO","NO"
"8222","25","25-29","B","1","ATT BURGLARY-3","E","1","6","3","0","E1","PDO","NO"
"8223","25","25-29","B","1","GRAND LARCENY-4","E","1","0","3","0","E1","PDO","YES"
"8224","50","40+","H","3","ATT ROBBERY-2 >78","D","12","0","99","99","D1","VFO","NO"
"8225","61","40+","H","5","BURGLARY-3","D","2","6","5","0","D4+","PDO","NO"
"8226","21","<25","W","1","BURGLARY-3","D","2","0","6","0","D2","PDO","YES"
"8227","45","40+","B","1","AGGRAV DWI-1 PR","E","1","0","3","0","E1E1","PDO","YES"
"8228","24","<25","H","1","ROBBERY-1 >78","B","7","8","9","0","B2C2","VFO","NO"
"8229","45","40+","W","1","DWI 3RD/SUBSQNT","D","2","0","6","0","D1E1","PDO","NO"
"8230","28","25-29","W","1","MANSLAUGHTER-2","C","1","0","3","0","C1E1","CVO","NO"
"8231","37","30-39","B","2","ATT BURGLARY-2","D","5","1","6","0","D1","VFO","NO"
"8232","25","25-29","B","1","GANG ASSAULT-1","B","6","10","8","0","B1E1","VFO","NO"
"8233","35","30-39","B","3","CPCS-3 >79","B","3","10","4","6","B1","PDO","NO"
"8234","55","40+","B","2","ATT BURGLARY-3","E","1","6","3","0","E1","PDO","NO"
"8235","60","40+","B","1","MURDER-2","A","25","0","99","99","A2B1E2","VFO","YES"
"8236","27","25-29","B","1","MURDER-2","A","12","0","99","99","A1","VFO","NO"
"8237","23","<25","W","1","ATT ROBBERY-2 >78","D","3","5","4","0","D1D1","VFO","NO"
"8238","29","25-29","B","2","GRAND LARCENY-4","E","1","6","3","0","E1","PDO","NO"
"8239","45","40+","W","1","CPSP-4","E","1","0","3","0","E1E1","PDO","YES"
"8240","57","40+","B","4","BURGLARY-1>78","B","8","6","10","0","B1","VFO","NO"
"8241","38","30-39","W","1","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"8242","20","<25","B","1","CRIM POS FIRARM","E","1","4","4","0","E1","CVO","NO"
"8243","35","30-39","B","2","CSCS-3 >79","B","2","6","3","0","B1E1E1","PDO","NO"
"8244","28","25-29","W","1","ATT PRISON CONTR-1","E","1","4","4","0","E1","PDO","YES"
"8245","51","40+","B","3","ROBBERY-3","D","2","0","4","0","D1","CVO","NO"
"8246","35","30-39","W","1","CPCS-3 >79","B","3","6","4","0","B1D1","PDO","YES"
"8247","42","40+","B","4","BURGLARY-1>78","B","6","10","8","0","B1B1C1","VFO","NO"
"8248","50","40+","B","3","ROBBERY-2 >78","C","16","0","99","99","C4+E2","VFO","NO"
"8249","55","40+","B","6","GRAND LARCENY-3","D","2","6","5","0","D1D1D1","PDO","NO"
"8250","61","40+","W","1","GRAND LARCENY-4","E","2","0","4","0","E1","PDO","YES"
"8251","38","30-39","W","1","AGGRAV DWI-1 PR","E","1","0","3","0","E1","PDO","YES"
"8252","24","<25","B","1","ATT ROBBERY-1 >78","C","5","1","6","0","C1E1","VFO","NO"
"8253","30","30-39","B","2","ATT CPCS-3 >79","C","3","5","4","0","C1E1","PDO","NO"
"8254","55","40+","O","1","RAPE-1 >78","B","25","0","50","0","B1B1B1","VFO","NO"
"8255","19","<25","B","1","ATT ROBBERY-3","E","1","6","3","0","E1","CVO","NO"
"8256","31","30-39","W","1","CPSP-4","E","1","4","4","0","E1","PDO","YES"
"8257","23","<25","W","1","GRAND LARCENY-4","E","1","0","3","0","E1","PDO","YES"
"8258","32","30-39","H","2","BURGLARY-3","D","2","0","6","9","D1","PDO","NO"
"8259","49","40+","W","3","ROBBERY-3","D","3","0","6","0","D1","CVO","NO"
"8260","48","40+","H","5","BURGLARY-3","D","3","6","7","8","D1","PDO","NO"
"8261","18","<25","H","1","CPSP-3","D","1","0","3","0","D1","PDO","YES"
